	text_id	word_id	ref_token	skipped	time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0					There	6.3210879266262054	6.1008987	6.910894393920898															
1	1	1	are	0.4166666666666667	122.57142857142857	3.0	are	0.8661547084338963	1.0931275	5.934694766998291	There			6.3210879266262054			6.1008987			6.910894393920898					
2	1	2	now	0.5119047619047619	102.03571428571429	3.0	now	5.278071431210265	5.2791305	7.79599666595459	are	There		0.8661547084338963	6.3210879266262054		1.0931275	6.1008987		5.934694766998291	6.910894393920898		3.0		
3	1	3	rumblings	0.17857142857142858	222.83333333333334	9.0	rumblings	7.984046017983928	7.9767947	20.290815353393555	now	are	There	5.278071431210265	0.8661547084338963	6.3210879266262054	5.2791305	1.0931275	6.1008987	7.79599666595459	5.934694766998291	6.910894393920898	3.0	3.0	
4	1	4	that	0.5119047619047619	116.14285714285714	4.0	that	0.8438042448833585	0.8491851	5.288764953613281	rumblings	now	are	7.984046017983928	5.278071431210265	0.8661547084338963	7.9767947	5.2791305	1.0931275	20.290815353393555	7.79599666595459	5.934694766998291	9.0	3.0	3.0
5	1	5	apple	0.2857142857142857	162.53571428571428	5.0	Apple	4.309414677321911	4.2081556	10.444722175598145	that	rumblings	now	0.8438042448833585	7.984046017983928	5.278071431210265	0.8491851	7.9767947	5.2791305	5.288764953613281	20.290815353393555	7.79599666595459	4.0	9.0	3.0
6	1	6	might	0.23809523809523808	191.5595238095238	5.0	might	2.897812914568931	3.0021536	9.372579574584961	Apple	that	rumblings	4.309414677321911	0.8438042448833585	7.984046017983928	4.2081556	0.8491851	7.9767947	10.444722175598145	5.288764953613281	20.290815353393555	5.0	4.0	9.0
7	1	7	soon	0.2976190476190476	151.45238095238096	4.0	soon	4.148991065449081	4.1501555	8.940057754516602	might	Apple	that	2.897812914568931	4.309414677321911	0.8438042448833585	3.0021536	4.2081556	0.8491851	9.372579574584961	10.444722175598145	5.288764953613281	5.0	5.0	4.0
8	1	8	invade	0.14285714285714285	225.28571428571428	6.0	invade	9.08191345934756	9.080928	12.032766342163086	soon	might	Apple	4.148991065449081	2.897812914568931	4.309414677321911	4.1501555	3.0021536	4.2081556	8.940057754516602	9.372579574584961	10.444722175598145	4.0	5.0	5.0
9	1	9	the	0.7857142857142857	42.404761904761905	3.0	the	0.6576340161263943	0.65781367	2.7637033462524414	invade	soon	might	9.08191345934756	4.148991065449081	2.897812914568931	9.080928	4.1501555	3.0021536	12.032766342163086	8.940057754516602	9.372579574584961	6.0	4.0	5.0
10	1	10	smart	0.30952380952380953	209.82142857142858	5.0	smart	4.894935965538025	3.959393	10.5643949508667	the	invade	soon	0.6576340161263943	9.08191345934756	4.148991065449081	0.65781367	9.080928	4.1501555	2.7637033462524414	12.032766342163086	8.940057754516602	3.0	6.0	4.0
11	1	11	watch	0.2857142857142857	209.29761904761904	5.0	watch	2.169446117244661	3.0918424	10.205933570861816	smart	the	invade	4.894935965538025	0.6576340161263943	9.08191345934756	3.959393	0.65781367	9.080928	10.5643949508667	2.7637033462524414	12.032766342163086	5.0	3.0	6.0
12	1	12	space	0.19047619047619047	223.96428571428572	6.0	space,	4.4662975372048095	4.4804215	8.497167587280273	watch	smart	the	2.169446117244661	4.894935965538025	0.6576340161263943	3.0918424	3.959393	0.65781367	10.205933570861816	10.5643949508667	2.7637033462524414	5.0	5.0	3.0
13	1	13	though	0.3333333333333333	196.6547619047619	6.0	though	4.140485145151615	4.121033	8.422588348388672	space,	watch	smart	4.4662975372048095	2.169446117244661	4.894935965538025	4.4804215	3.0918424	3.959393	8.497167587280273	10.205933570861816	10.5643949508667	6.0	5.0	5.0
14	1	14	the	0.6547619047619048	61.75	3.0	the	2.0148247806937434	2.034421	2.7637033462524414	though	space,	watch	4.140485145151615	4.4662975372048095	2.169446117244661	4.121033	4.4804215	3.0918424	8.422588348388672	8.497167587280273	10.205933570861816	6.0	6.0	5.0
15	1	15	company	0.17857142857142858	189.27380952380952	7.0	company	0.9655907452106476	0.8962163	7.618622303009033	the	though	space,	2.0148247806937434	4.140485145151615	4.4662975372048095	2.034421	4.121033	4.4804215	2.7637033462524414	8.422588348388672	8.497167587280273	3.0	6.0	6.0
16	1	16	is	0.5952380952380952	64.33333333333333	2.0	is	2.0491328903008252	2.115602	4.873861312866211	company	the	though	0.9655907452106476	2.0148247806937434	4.140485145151615	0.8962163	2.034421	4.121033	7.618622303009033	2.7637033462524414	8.422588348388672	7.0	3.0	6.0
