	text_id	word_id	ref_token	time	nItem	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0	If	359.3855421686747	84.0	32.6136474475413	2.0	If	6.157217566855252	6.1924205	7.731882572174072															
1	1	1	you	358.1279069767442	87.0	23.88911420329662	3.0	you	1.0183916091918943	0.7197497	8.02623176574707	If			6.157217566855252			6.1924205			7.731882572174072			2.0		
2	1	2	were	324.64367816091954	88.0	-9.300713442317502	4.0	were	3.4332039759028703	3.7390952	5.851211071014404	you	If		1.0183916091918943	6.157217566855252		0.7197497	6.1924205		8.02623176574707	7.731882572174072		3.0	2.0	
3	1	3	to	317.6547619047619	86.0	-11.20108499265208	2.0	to	1.5448947402182966	1.5458058	4.020755767822266	were	you	If	3.4332039759028703	1.0183916091918943	6.157217566855252	3.7390952	0.7197497	6.1924205	5.851211071014404	8.02623176574707	7.731882572174072	4.0	3.0	2.0
4	1	4	journey	334.47727272727275	89.0	3.1523111033333975	7.0	journey	9.624757973477244	9.62055	10.055468559265137	to	were	you	1.5448947402182966	3.4332039759028703	1.0183916091918943	1.5458058	3.7390952	0.7197497	4.020755767822266	5.851211071014404	8.02623176574707	2.0	4.0	3.0
5	1	5	to	320.6279069767442	89.0	-11.35931156739201	2.0	to	1.2898709713481369	1.2923586	4.020755767822266	journey	to	were	9.624757973477244	1.5448947402182966	3.4332039759028703	9.62055	1.5458058	3.7390952	10.055468559265137	4.020755767822266	5.851211071014404	7.0	2.0	4.0
6	1	6	the	314.8255813953488	87.0	-14.639975216578028	3.0	the	1.4606978883966804	1.4616852	2.7637033462524414	to	journey	to	1.2898709713481369	9.624757973477244	1.5448947402182966	1.2923586	9.62055	1.5458058	4.020755767822266	10.055468559265137	4.020755767822266	2.0	7.0	2.0
7	1	7	North	313.13953488372096	89.0	-18.35678350808175	5.0	North	4.927363723516464	4.850153	7.252773284912109	the	to	journey	1.4606978883966804	1.2898709713481369	9.624757973477244	1.4616852	1.2923586	9.62055	2.7637033462524414	4.020755767822266	10.055468559265137	3.0	2.0	7.0
8	1	8	of	315.45238095238096	87.0	-15.814218627616894	2.0	of	2.789533450617455	2.8681374	3.4530773162841797	North	the	to	4.927363723516464	1.4606978883966804	1.2898709713481369	4.850153	1.4616852	1.2923586	7.252773284912109	2.7637033462524414	4.020755767822266	5.0	3.0	2.0
9	1	9	England,	354.1860465116279	89.0	23.21230975045856	8.0	England,	2.3647492362651974	2.3624828	8.241907119750977	of	North	the	2.789533450617455	4.927363723516464	1.4606978883966804	2.8681374	4.850153	1.4616852	3.4530773162841797	7.252773284912109	2.7637033462524414	2.0	5.0	3.0
10	1	10	you	339.8941176470588	88.0	11.505895492205017	3.0	you	1.0856771767139437	0.8260096	8.02623176574707	England,	of	North	2.3647492362651974	2.789533450617455	4.927363723516464	2.3624828	2.8681374	4.850153	8.241907119750977	3.4530773162841797	7.252773284912109	8.0	2.0	5.0
11	1	11	would	339.3837209302326	87.0	8.177720811390182	5.0	would	0.8885952364653349	1.1414484	7.081531047821045	you	England,	of	1.0856771767139437	2.3647492362651974	2.789533450617455	0.8260096	2.3624828	2.8681374	8.02623176574707	8.241907119750977	3.4530773162841797	3.0	8.0	2.0
12	1	12	come	319.08045977011494	87.0	-14.389117952831654	4.0	come	4.8244293965399265	4.8320527	8.928882598876953	would	you	England,	0.8885952364653349	1.0856771767139437	2.3647492362651974	1.1414484	0.8260096	2.3624828	7.081531047821045	8.02623176574707	8.241907119750977	5.0	3.0	8.0
13	1	13	to	325.83720930232556	87.0	-8.431127280312563	2.0	to	1.8479443108662963	1.8388271	4.020755767822266	come	would	you	4.8244293965399265	0.8885952364653349	1.0856771767139437	4.8320527	1.1414484	0.8260096	8.928882598876953	7.081531047821045	8.02623176574707	4.0	5.0	3.0
14	1	14	a	319.5542168674699	85.0	-12.629378412424462	1.0	a	1.6669201184995472	1.6740311	3.9862823486328125	to	come	would	1.8479443108662963	4.8244293965399265	0.8885952364653349	1.8388271	4.8320527	1.1414484	4.020755767822266	8.928882598876953	7.081531047821045	2.0	4.0	5.0
15	1	15	valley	317.21176470588233	86.0	-18.677096149232117	6.0	valley	5.819857195019722	5.578608	8.714256286621094	a	to	come	1.6669201184995472	1.8479443108662963	4.8244293965399265	1.6740311	1.8388271	4.8320527	3.9862823486328125	4.020755767822266	8.928882598876953	1.0	2.0	4.0
16	1	16	that	293.32142857142856	86.0	-43.094063053563865	4.0	that	2.2990152649581432	2.516564	5.288764953613281	valley	a	to	5.819857195019722	1.6669201184995472	1.8479443108662963	5.578608	1.6740311	1.8388271	8.714256286621094	3.9862823486328125	4.020755767822266	6.0	1.0	2.0
17	1	17	is	311.4404761904762	87.0	-21.37380910486437	2.0	is	1.0323876747861505	1.0495859	4.873861312866211	that	valley	a	2.2990152649581432	5.819857195019722	1.6669201184995472	2.516564	5.578608	1.6740311	5.288764953613281	8.714256286621094	3.9862823486328125	4.0	6.0	1.0
