	text_id	word_id	ref_token	skipped	time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0					There	5.783183008432388	5.56071	6.910894393920898															
1	1	1	are	0.4166666666666667	122.57142857142857	3.0	are	0.9302336061373352	1.178914	5.934694766998291	There			5.783183008432388			5.56071			6.910894393920898					
2	1	2	now	0.5119047619047619	102.03571428571429	3.0	now	4.288022325839847	4.289484	7.79599666595459	are	There		0.9302336061373352	5.783183008432388		1.178914	5.56071		5.934694766998291	6.910894393920898		3.0		
3	1	3	rumblings	0.17857142857142858	222.83333333333334	9.0	rumblings	10.306538612116128	10.295857	20.290815353393555	now	are	There	4.288022325839847	0.9302336061373352	5.783183008432388	4.289484	1.178914	5.56071	7.79599666595459	5.934694766998291	6.910894393920898	3.0	3.0	
4	1	4	that	0.5119047619047619	116.14285714285714	4.0	that	0.5981385745108128	0.6041447	5.288764953613281	rumblings	now	are	10.306538612116128	4.288022325839847	0.9302336061373352	10.295857	4.289484	1.178914	20.290815353393555	7.79599666595459	5.934694766998291	9.0	3.0	3.0
5	1	5	apple	0.2857142857142857	162.53571428571428	5.0	Apple	4.339028440415859	4.2624297	10.444722175598145	that	rumblings	now	0.5981385745108128	10.306538612116128	4.288022325839847	0.6041447	10.295857	4.289484	5.288764953613281	20.290815353393555	7.79599666595459	4.0	9.0	3.0
6	1	6	might	0.23809523809523808	191.5595238095238	5.0	might	2.617660314310342	2.7002463	9.372579574584961	Apple	that	rumblings	4.339028440415859	0.5981385745108128	10.306538612116128	4.2624297	0.6041447	10.295857	10.444722175598145	5.288764953613281	20.290815353393555	5.0	4.0	9.0
7	1	7	soon	0.2976190476190476	151.45238095238096	4.0	soon	3.186215355526656	3.1871014	8.940057754516602	might	Apple	that	2.617660314310342	4.339028440415859	0.5981385745108128	2.7002463	4.2624297	0.6041447	9.372579574584961	10.444722175598145	5.288764953613281	5.0	5.0	4.0
8	1	8	invade	0.14285714285714285	225.28571428571428	6.0	invade	10.405218183761464	10.402607	12.032766342163086	soon	might	Apple	3.186215355526656	2.617660314310342	4.339028440415859	3.1871014	2.7002463	4.2624297	8.940057754516602	9.372579574584961	10.444722175598145	4.0	5.0	5.0
9	1	9	the	0.7857142857142857	42.404761904761905	3.0	the	0.873771419050172	0.87658453	2.7637033462524414	invade	soon	might	10.405218183761464	3.186215355526656	2.617660314310342	10.402607	3.1871014	2.7002463	12.032766342163086	8.940057754516602	9.372579574584961	6.0	4.0	5.0
10	1	10	smart	0.30952380952380953	209.82142857142858	5.0	smart	7.595235705375671	6.5826464	10.5643949508667	the	invade	soon	0.873771419050172	10.405218183761464	3.186215355526656	0.87658453	10.402607	3.1871014	2.7637033462524414	12.032766342163086	8.940057754516602	3.0	6.0	4.0
11	1	11	watch	0.2857142857142857	209.29761904761904	5.0	watch	3.2268697367981076	4.2321486	10.205933570861816	smart	the	invade	7.595235705375671	0.873771419050172	10.405218183761464	6.5826464	0.87658453	10.402607	10.5643949508667	2.7637033462524414	12.032766342163086	5.0	3.0	6.0
