	text_id	word_id	ref_token	time	nItem	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0	If	359.3855421686747	84.0	32.6136474475413	2.0	If	4.663494212552905	4.6612964	7.731882572174072															
1	1	1	you	358.1279069767442	87.0	23.88911420329662	3.0	you	0.8464213013648987	0.46925533	8.02623176574707	If			4.663494212552905			4.6612964			7.731882572174072			2.0		
2	1	2	were	324.64367816091954	88.0	-9.300713442317502	4.0	were	3.197677270625718	3.5770874	5.851211071014404	you	If		0.8464213013648987	4.663494212552905		0.46925533	4.6612964		8.02623176574707	7.731882572174072		3.0	2.0	
3	1	3	to	317.6547619047619	86.0	-11.20108499265208	2.0	to	1.609037375135813	1.6098866	4.020755767822266	were	you	If	3.197677270625718	0.8464213013648987	4.663494212552905	3.5770874	0.46925533	4.6612964	5.851211071014404	8.02623176574707	7.731882572174072	4.0	3.0	2.0
4	1	4	journey	334.47727272727275	89.0	3.1523111033333975	7.0	journey	9.817488980479538	9.810536	10.055468559265137	to	were	you	1.609037375135813	3.197677270625718	0.8464213013648987	1.6098866	3.5770874	0.46925533	4.020755767822266	5.851211071014404	8.02623176574707	2.0	4.0	3.0
5	1	5	to	320.6279069767442	89.0	-11.35931156739201	2.0	to	1.046645695110783	1.0525042	4.020755767822266	journey	to	were	9.817488980479538	1.609037375135813	3.197677270625718	9.810536	1.6098866	3.5770874	10.055468559265137	4.020755767822266	5.851211071014404	7.0	2.0	4.0
6	1	6	the	314.8255813953488	87.0	-14.639975216578028	3.0	the	0.9427118374733254	0.94334996	2.7637033462524414	to	journey	to	1.046645695110783	9.817488980479538	1.609037375135813	1.0525042	9.810536	1.6098866	4.020755767822266	10.055468559265137	4.020755767822266	2.0	7.0	2.0
7	1	7	North	313.13953488372096	89.0	-18.35678350808175	5.0	North	4.23245719820261	4.2025533	7.252773284912109	the	to	journey	0.9427118374733254	1.046645695110783	9.817488980479538	0.94334996	1.0525042	9.810536	2.7637033462524414	4.020755767822266	10.055468559265137	3.0	2.0	7.0
8	1	8	of	315.45238095238096	87.0	-15.814218627616894	2.0	of	3.369394235254731	3.4001682	3.4530773162841797	North	the	to	4.23245719820261	0.9427118374733254	1.046645695110783	4.2025533	0.94334996	1.0525042	7.252773284912109	2.7637033462524414	4.020755767822266	5.0	3.0	2.0
9	1	9	England,	354.1860465116279	89.0	23.21230975045856	8.0	England,	2.4161551614524797	2.415082	8.241907119750977	of	North	the	3.369394235254731	4.23245719820261	0.9427118374733254	3.4001682	4.2025533	0.94334996	3.4530773162841797	7.252773284912109	2.7637033462524414	2.0	5.0	3.0
