	text_id	word_id	ref_token	time	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0	In	380.2752941176471	76.69460115497215	2.0	In	4.668941825628281	4.4155455	3.6719303131103516															
1	1	1	Ireland's	335.85058823529414	32.269895272619216	9.0	Ireland's	13.535774000920355	13.810558	16.810142517089844	In			4.668941825628281			4.4155455			3.6719303131103516			2.0		
2	1	2	County	296.0429411764706	-7.537751786204308	6.0	County	7.846051975153387	7.8468347	7.437164783477783	Ireland's	In		13.535774000920355	4.668941825628281		13.810558	4.4155455		16.810142517089844	3.6719303131103516		9.0	2.0	
3	1	3	Limerick,	438.094375	134.17975577100518	9.0	Limerick,	4.345950790200732	4.3448777	11.188299179077148	County	Ireland's	In	7.846051975153387	13.535774000920355	4.668941825628281	7.8468347	13.810558	4.4155455	7.437164783477783	16.810142517089844	3.6719303131103516	6.0	9.0	2.0
4	1	4	near	348.3275	50.90801181709461	4.0	near	6.743873434141278	6.74405	8.221170425415039	Limerick,	County	Ireland's	4.345950790200732	7.846051975153387	13.535774000920355	4.3448777	7.8468347	13.810558	11.188299179077148	7.437164783477783	16.810142517089844	9.0	6.0	9.0
5	1	5	the	306.07588235294116	2.4951893902662725	3.0	the	0.3777081607840955	0.37951675	2.7637033462524414	near	Limerick,	County	6.743873434141278	4.345950790200732	7.846051975153387	6.74405	4.3448777	7.8468347	8.221170425415039	11.188299179077148	7.437164783477783	4.0	9.0	6.0
6	1	6	River	289.0482352941176	-14.532457668557257	5.0	River	4.290956381497381	4.291812	7.938081741333008	the	near	Limerick,	0.3777081607840955	6.743873434141278	4.345950790200732	0.37951675	6.74405	4.3448777	2.7637033462524414	8.221170425415039	11.188299179077148	3.0	4.0	9.0
7	1	7	Shannon,	321.79058823529414	18.209895272619217	8.0	Shannon,	0.2358502992428839	0.23031887	11.487663269042969	River	the	near	4.290956381497381	0.3777081607840955	6.743873434141278	4.291812	0.37951675	6.74405	7.938081741333008	2.7637033462524414	8.221170425415039	5.0	3.0	4.0
8	1	8	there	346.305294117647	42.72460115497216	5.0	there	2.5632141828536987	2.308943	6.910894393920898	Shannon,	River	the	0.2358502992428839	4.290956381497381	0.3777081607840955	0.23031887	4.291812	0.37951675	11.487663269042969	7.938081741333008	2.7637033462524414	8.0	5.0	3.0
9	1	9	is	306.6311764705883	3.0504835079133428	2.0	is	0.5340064011979848	0.79143244	4.873861312866211	there	Shannon,	River	2.5632141828536987	0.2358502992428839	4.290956381497381	2.308943	0.23031887	4.291812	6.910894393920898	11.487663269042969	7.938081741333008	5.0	8.0	5.0
10	1	10	a	281.77647058823527	-21.804222374439604	1.0	a	0.2412712038494646	0.2383102	3.9862823486328125	is	there	Shannon,	0.5340064011979848	2.5632141828536987	0.2358502992428839	0.79143244	2.308943	0.23031887	4.873861312866211	6.910894393920898	11.487663269042969	2.0	5.0	8.0
11	1	11	quiet	258.03647058823526	-45.544222374439606	5.0	quiet	5.833142787218094	5.6847367	10.691543579101562	a	is	there	0.2412712038494646	0.5340064011979848	2.5632141828536987	0.2383102	0.79143244	2.308943	3.9862823486328125	4.873861312866211	6.910894393920898	1.0	2.0	5.0
12	1	12	little	298.04352941176467	-5.537163550910189	6.0	little	2.2781836451031268	2.430116	8.44029426574707	quiet	a	is	5.833142787218094	0.2412712038494646	0.5340064011979848	5.6847367	0.2383102	0.79143244	10.691543579101562	3.9862823486328125	4.873861312866211	5.0	1.0	2.0
13	1	13	suburb	292.3229411764706	-11.25775178620431	6.0	suburb	5.730360344052315	5.66554	11.090888977050781	little	quiet	a	2.2781836451031268	5.833142787218094	0.2412712038494646	2.430116	5.6847367	0.2383102	8.44029426574707	10.691543579101562	3.9862823486328125	6.0	5.0	1.0
14	1	14	by	335.39294117647063	31.81224821379569	2.0	by	6.177549013402313	6.2414126	5.016783714294434	suburb	little	quiet	5.730360344052315	2.2781836451031268	5.833142787218094	5.66554	2.430116	5.6847367	11.090888977050781	8.44029426574707	10.691543579101562	6.0	6.0	5.0
15	1	15	the	262.9494117647059	-40.63128119796902	3.0	the	0.0591749999439343	0.060363393	2.7637033462524414	by	suburb	little	6.177549013402313	5.730360344052315	2.2781836451031268	6.2414126	5.66554	2.430116	5.016783714294434	11.090888977050781	8.44029426574707	2.0	6.0	6.0
16	1	16	name	243.0141176470588	-60.56657531561608	4.0	name	0.1016089088516309	0.10155446	7.592096328735352	the	by	suburb	0.0591749999439343	6.177549013402313	5.730360344052315	0.060363393	6.2414126	5.66554	2.7637033462524414	5.016783714294434	11.090888977050781	3.0	2.0	6.0
17	1	17	of	244.76882352941175	-58.81186943326314	2.0	of	0.025401251623407	0.024077745	3.4530773162841797	name	the	by	0.1016089088516309	0.0591749999439343	6.177549013402313	0.10155446	0.060363393	6.2414126	7.592096328735352	2.7637033462524414	5.016783714294434	4.0	3.0	2.0
18	1	18	Garryowen,	306.2676470588235	2.6869540961486313	10.0	Garryowen,	9.515527182171354	9.516511	29.814144134521484	of	name	the	0.025401251623407	0.1016089088516309	0.0591749999439343	0.024077745	0.10155446	0.060363393	3.4530773162841797	7.592096328735352	2.7637033462524414	2.0	4.0	3.0
19	1	19	which	375.4025	77.9830118170946	5.0	which	1.7383566834032536	1.7058445	6.007042407989502	Garryowen,	of	name	9.515527182171354	0.025401251623407	0.1016089088516309	9.516511	0.024077745	0.10155446	29.814144134521484	3.4530773162841797	7.592096328735352	10.0	2.0	4.0
20	1	20	means	324.44176470588235	20.861071743207454	5.0	means	2.7495179008692503	2.7572966	9.161646842956543	which	Garryowen,	of	1.7383566834032536	9.515527182171354	0.025401251623407	1.7058445	9.516511	0.024077745	6.007042407989502	29.814144134521484	3.4530773162841797	5.0	10.0	2.0
21	1	21	"""Garden"	321.3405882352941	17.759895272619218	7.0	"""Garden"	7.806732835248113	7.8100357	9.539361953735352	means	which	Garryowen,	2.7495179008692503	1.7383566834032536	9.515527182171354	2.7572966	1.7058445	9.516511	9.161646842956543	6.007042407989502	29.814144134521484	5.0	5.0	10.0
22	1	22	of	310.26529411764704	6.684601154972156	2.0	of	0.0425621134927496	0.06468452	3.4530773162841797	"""Garden"	means	which	7.806732835248113	2.7495179008692503	1.7383566834032536	7.8100357	2.7572966	1.7058445	9.539361953735352	9.161646842956543	6.007042407989502	7.0	5.0	5.0
23	1	23	"Owen."""	345.780625	48.36113681709462	6.0	"Owen."""	6.264986105263233	6.150963	10.902542114257812	of	"""Garden"	means	0.0425621134927496	7.806732835248113	2.7495179008692503	0.06468452	7.8100357	2.7572966	3.4530773162841797	9.539361953735352	9.161646842956543	2.0	7.0	5.0
24	1	24	Undoubtedly	432.8658823529412	129.28518939026625	11.0	Undoubtedly	10.23191862553358	9.64178	12.839963912963867	"Owen."""	of	"""Garden"	6.264986105263233	0.0425621134927496	7.806732835248113	6.150963	0.06468452	7.8100357	10.902542114257812	3.4530773162841797	9.539361953735352	6.0	2.0	7.0
25	1	25	none	315.60875	15.769078033062442	4.0	none	8.442931500030681	9.146403	10.42054557800293	Undoubtedly	"Owen."""	of	10.23191862553358	6.264986105263233	0.0425621134927496	9.64178	6.150963	0.06468452	12.839963912963867	10.902542114257812	3.4530773162841797	11.0	6.0	2.0
26	1	26	of	269.1035294117647	-34.4771635509102	2.0	of	0.107828671199968	0.10955617	3.4530773162841797	none	Undoubtedly	"Owen."""	8.442931500030681	10.23191862553358	6.264986105263233	9.146403	9.64178	6.150963	10.42054557800293	12.839963912963867	10.902542114257812	4.0	11.0	6.0
27	1	27	the	256.2182352941177	-47.36245766855726	3.0	the	0.7394324191845953	0.73849654	2.7637033462524414	of	none	Undoubtedly	0.107828671199968	8.442931500030681	10.23191862553358	0.10955617	9.146403	9.64178	3.4530773162841797	10.42054557800293	12.839963912963867	2.0	4.0	11.0
28	1	28	residents	264.6788235294118	-38.90186943326314	9.0	residents	1.7501760656014085	1.7402166	9.414270401000977	the	of	none	0.7394324191845953	0.107828671199968	8.442931500030681	0.73849654	0.10955617	9.146403	2.7637033462524414	3.4530773162841797	10.42054557800293	3.0	2.0	4.0
29	1	29	realize	326.9576470588235	23.376954096148634	7.0	realize	5.318831816315651	5.3114333	12.04766845703125	residents	the	of	1.7501760656014085	0.7394324191845953	0.107828671199968	1.7402166	0.73849654	0.10955617	9.414270401000977	2.7637033462524414	3.4530773162841797	9.0	3.0	2.0
30	1	30	the	299.5382352941176	-4.042457668557248	3.0	the	2.400776478461921	2.418663	2.7637033462524414	realize	residents	the	5.318831816315651	1.7501760656014085	0.7394324191845953	5.3114333	1.7402166	0.73849654	12.04766845703125	9.414270401000977	2.7637033462524414	7.0	9.0	3.0
31	1	31	influence	268.4082352941176	-35.17245766855726	9.0	influence	6.346623055404052	6.3440123	9.487815856933594	the	realize	residents	2.400776478461921	5.318831816315651	1.7501760656014085	2.418663	5.3114333	1.7402166	2.7637033462524414	12.04766845703125	9.414270401000977	3.0	7.0	9.0
