	text_id	word_id	ref_token	time	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0	In	380.2752941176471	76.69460115497215	2.0	In	5.032512813806534	4.8484383	3.6719303131103516															
1	1	1	Ireland's	335.85058823529414	32.269895272619216	9.0	Ireland's	13.363839839119464	13.589333	16.810142517089844	In			5.032512813806534			4.8484383			3.6719303131103516			2.0		
2	1	2	County	296.0429411764706	-7.537751786204308	6.0	County	7.886669748928398	7.88297	7.437164783477783	Ireland's	In		13.363839839119464	5.032512813806534		13.589333	4.8484383		16.810142517089844	3.6719303131103516		9.0	2.0	
3	1	3	Limerick,	438.094375	134.17975577100518	9.0	Limerick,	7.1267073871567845	7.1306095	11.188299179077148	County	Ireland's	In	7.886669748928398	13.363839839119464	5.032512813806534	7.88297	13.589333	4.8484383	7.437164783477783	16.810142517089844	3.6719303131103516	6.0	9.0	2.0
4	1	4	near	348.3275	50.90801181709461	4.0	near	7.756318787462078	7.758622	8.221170425415039	Limerick,	County	Ireland's	7.1267073871567845	7.886669748928398	13.363839839119464	7.1306095	7.88297	13.589333	11.188299179077148	7.437164783477783	16.810142517089844	9.0	6.0	9.0
5	1	5	the	306.07588235294116	2.4951893902662725	3.0	the	0.670180972898379	0.66796035	2.7637033462524414	near	Limerick,	County	7.756318787462078	7.1267073871567845	7.886669748928398	7.758622	7.1306095	7.88297	8.221170425415039	11.188299179077148	7.437164783477783	4.0	9.0	6.0
6	1	6	River	289.0482352941176	-14.532457668557257	5.0	River	4.4901363253593445	4.488845	7.938081741333008	the	near	Limerick,	0.670180972898379	7.756318787462078	7.1267073871567845	0.66796035	7.758622	7.1306095	2.7637033462524414	8.221170425415039	11.188299179077148	3.0	4.0	9.0
7	1	7	Shannon,	321.79058823529414	18.209895272619217	8.0	Shannon,	1.711651756428182	1.710527	11.487663269042969	River	the	near	4.4901363253593445	0.670180972898379	7.756318787462078	4.488845	0.66796035	7.758622	7.938081741333008	2.7637033462524414	8.221170425415039	5.0	3.0	4.0
8	1	8	there	346.305294117647	42.72460115497216	5.0	there	2.71120922267437	2.5283372	6.910894393920898	Shannon,	River	the	1.711651756428182	4.4901363253593445	0.670180972898379	1.710527	4.488845	0.66796035	11.487663269042969	7.938081741333008	2.7637033462524414	8.0	5.0	3.0
9	1	9	is	306.6311764705883	3.0504835079133428	2.0	is	0.6646856656298041	0.8484284	4.873861312866211	there	Shannon,	River	2.71120922267437	1.711651756428182	4.4901363253593445	2.5283372	1.710527	4.488845	6.910894393920898	11.487663269042969	7.938081741333008	5.0	8.0	5.0
10	1	10	a	281.77647058823527	-21.804222374439604	1.0	a	0.4329196468461305	0.4351481	3.9862823486328125	is	there	Shannon,	0.6646856656298041	2.71120922267437	1.711651756428182	0.8484284	2.5283372	1.710527	4.873861312866211	6.910894393920898	11.487663269042969	2.0	5.0	8.0
11	1	11	quiet	258.03647058823526	-45.544222374439606	5.0	quiet	6.957140415906906	6.769109	10.691543579101562	a	is	there	0.4329196468461305	0.6646856656298041	2.71120922267437	0.4351481	0.8484284	2.5283372	3.9862823486328125	4.873861312866211	6.910894393920898	1.0	2.0	5.0
12	1	12	little	298.04352941176467	-5.537163550910189	6.0	little	2.3933775248005986	2.5771637	8.44029426574707	quiet	a	is	6.957140415906906	0.4329196468461305	0.6646856656298041	6.769109	0.4351481	0.8484284	10.691543579101562	3.9862823486328125	4.873861312866211	5.0	1.0	2.0
13	1	13	suburb	292.3229411764706	-11.25775178620431	6.0	suburb	5.815759941935539	5.609404	11.090888977050781	little	quiet	a	2.3933775248005986	6.957140415906906	0.4329196468461305	2.5771637	6.769109	0.4351481	8.44029426574707	10.691543579101562	3.9862823486328125	6.0	5.0	1.0
