	text_id	word_id	ref_token	time	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0	In	380.2752941176471	76.69460115497215	2.0	In	3.7456557489931583	3.7005596	3.6719303131103516															
1	1	1	Ireland's	335.85058823529414	32.269895272619216	9.0	Ireland's	11.92649077612441	11.970758	16.810142517089844	In			3.7456557489931583			3.7005596			3.6719303131103516			2.0		
2	1	2	County	296.0429411764706	-7.537751786204308	6.0	County	9.007105931639671	9.00233	7.437164783477783	Ireland's	In		11.92649077612441	3.7456557489931583		11.970758	3.7005596		16.810142517089844	3.6719303131103516		9.0	2.0	
3	1	3	Limerick,	438.094375	134.17975577100518	9.0	Limerick,	5.462620414094999	5.4663215	11.188299179077148	County	Ireland's	In	9.007105931639671	11.92649077612441	3.7456557489931583	9.00233	11.970758	3.7005596	7.437164783477783	16.810142517089844	3.6719303131103516	6.0	9.0	2.0
4	1	4	near	348.3275	50.90801181709461	4.0	near	6.565125486580655	6.5656404	8.221170425415039	Limerick,	County	Ireland's	5.462620414094999	9.007105931639671	11.92649077612441	5.4663215	9.00233	11.970758	11.188299179077148	7.437164783477783	16.810142517089844	9.0	6.0	9.0
5	1	5	the	306.07588235294116	2.4951893902662725	3.0	the	0.9587811201345176	0.9596957	2.7637033462524414	near	Limerick,	County	6.565125486580655	5.462620414094999	9.007105931639671	6.5656404	5.4663215	9.00233	8.221170425415039	11.188299179077148	7.437164783477783	4.0	9.0	6.0
6	1	6	River	289.0482352941176	-14.532457668557257	5.0	River	5.213369057048112	5.2105966	7.938081741333008	the	near	Limerick,	0.9587811201345176	6.565125486580655	5.462620414094999	0.9596957	6.5656404	5.4663215	2.7637033462524414	8.221170425415039	11.188299179077148	3.0	4.0	9.0
7	1	7	Shannon,	321.79058823529414	18.209895272619217	8.0	Shannon,	1.9795823385939	1.9807578	11.487663269042969	River	the	near	5.213369057048112	0.9587811201345176	6.565125486580655	5.2105966	0.9596957	6.5656404	7.938081741333008	2.7637033462524414	8.221170425415039	5.0	3.0	4.0
8	1	8	there	346.305294117647	42.72460115497216	5.0	there	2.952760189771652	2.7099338	6.910894393920898	Shannon,	River	the	1.9795823385939	5.213369057048112	0.9587811201345176	1.9807578	5.2105966	0.9596957	11.487663269042969	7.938081741333008	2.7637033462524414	8.0	5.0	3.0
9	1	9	is	306.6311764705883	3.0504835079133428	2.0	is	0.8039130321703851	1.0465121	4.873861312866211	there	Shannon,	River	2.952760189771652	1.9795823385939	5.213369057048112	2.7099338	1.9807578	5.2105966	6.910894393920898	11.487663269042969	7.938081741333008	5.0	8.0	5.0
10	1	10	a	281.77647058823527	-21.804222374439604	1.0	a	0.695137660135515	0.69687945	3.9862823486328125	is	there	Shannon,	0.8039130321703851	2.952760189771652	1.9795823385939	1.0465121	2.7099338	1.9807578	4.873861312866211	6.910894393920898	11.487663269042969	2.0	5.0	8.0
11	1	11	quiet	258.03647058823526	-45.544222374439606	5.0	quiet	5.957628637552261	5.8336163	10.691543579101562	a	is	there	0.695137660135515	0.8039130321703851	2.952760189771652	0.69687945	1.0465121	2.7099338	3.9862823486328125	4.873861312866211	6.910894393920898	1.0	2.0	5.0
12	1	12	little	298.04352941176467	-5.537163550910189	6.0	little	3.9252140211174265	4.048267	8.44029426574707	quiet	a	is	5.957628637552261	0.695137660135515	0.8039130321703851	5.8336163	0.69687945	1.0465121	10.691543579101562	3.9862823486328125	4.873861312866211	5.0	1.0	2.0
13	1	13	suburb	292.3229411764706	-11.25775178620431	6.0	suburb	5.60148948058486	5.5617466	11.090888977050781	little	quiet	a	3.9252140211174265	5.957628637552261	0.695137660135515	4.048267	5.8336163	0.69687945	8.44029426574707	10.691543579101562	3.9862823486328125	6.0	5.0	1.0
14	1	14	by	335.39294117647063	31.81224821379569	2.0	by	6.483435168047436	6.5228996	5.016783714294434	suburb	little	quiet	5.60148948058486	3.9252140211174265	5.957628637552261	5.5617466	4.048267	5.8336163	11.090888977050781	8.44029426574707	10.691543579101562	6.0	6.0	5.0
15	1	15	the	262.9494117647059	-40.63128119796902	3.0	the	0.1751028358121402	0.17646872	2.7637033462524414	by	suburb	little	6.483435168047436	5.60148948058486	3.9252140211174265	6.5228996	5.5617466	4.048267	5.016783714294434	11.090888977050781	8.44029426574707	2.0	6.0	6.0
16	1	16	name	243.0141176470588	-60.56657531561608	4.0	name	4.832913331309101	4.8330283	7.592096328735352	the	by	suburb	0.1751028358121402	6.483435168047436	5.60148948058486	0.17646872	6.5228996	5.5617466	2.7637033462524414	5.016783714294434	11.090888977050781	3.0	2.0	6.0
17	1	17	of	244.76882352941175	-58.81186943326314	2.0	of	0.0042616119608283	0.0030597083	3.4530773162841797	name	the	by	4.832913331309101	0.1751028358121402	6.483435168047436	4.8330283	0.17646872	6.5228996	7.592096328735352	2.7637033462524414	5.016783714294434	4.0	3.0	2.0
18	1	18	Garryowen,	306.2676470588235	2.6869540961486313	10.0	Garryowen,	17.352070450317115	17.352005	29.814144134521484	of	name	the	0.0042616119608283	4.832913331309101	0.1751028358121402	0.0030597083	4.8330283	0.17646872	3.4530773162841797	7.592096328735352	2.7637033462524414	2.0	4.0	3.0
19	1	19	which	375.4025	77.9830118170946	5.0	which	1.9863294623792167	1.9538367	6.007042407989502	Garryowen,	of	name	17.352070450317115	0.0042616119608283	4.832913331309101	17.352005	0.0030597083	4.8330283	29.814144134521484	3.4530773162841797	7.592096328735352	10.0	2.0	4.0
20	1	20	means	324.44176470588235	20.861071743207454	5.0	means	4.437104109674692	4.4460406	9.161646842956543	which	Garryowen,	of	1.9863294623792167	17.352070450317115	0.0042616119608283	1.9538367	17.352005	0.0030597083	6.007042407989502	29.814144134521484	3.4530773162841797	5.0	10.0	2.0
