	text_id	word_id	ref_token	time	centered_time	word_len	word	surprisal	surprisal_buggy	freq	prev_word	prev2_word	prev3_word	prev_surprisal	prev2_surprisal	prev3_surprisal	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	prev_freq	prev2_freq	prev3_freq	prev_word_len	prev2_word_len	prev3_word_len
0	1	0	In	380.2752941176471	76.69460115497215	2.0	In	4.036450110375881	3.9978843	3.6719303131103516															
1	1	1	Ireland's	335.85058823529414	32.269895272619216	9.0	Ireland's	12.541487205657177	12.580555	16.810142517089844	In			4.036450110375881			3.9978843			3.6719303131103516			2.0		
2	1	2	County	296.0429411764706	-7.537751786204308	6.0	County	7.951737902592868	7.9469914	7.437164783477783	Ireland's	In		12.541487205657177	4.036450110375881		12.580555	3.9978843		16.810142517089844	3.6719303131103516		9.0	2.0	
3	1	3	Limerick,	438.094375	134.17975577100518	9.0	Limerick,	4.936119307132685	4.939798	11.188299179077148	County	Ireland's	In	7.951737902592868	12.541487205657177	4.036450110375881	7.9469914	12.580555	3.9978843	7.437164783477783	16.810142517089844	3.6719303131103516	6.0	9.0	2.0
4	1	4	near	348.3275	50.90801181709461	4.0	near	7.289841672987677	7.290386	8.221170425415039	Limerick,	County	Ireland's	4.936119307132685	7.951737902592868	12.541487205657177	4.939798	7.9469914	12.580555	11.188299179077148	7.437164783477783	16.810142517089844	9.0	6.0	9.0
5	1	5	the	306.07588235294116	2.4951893902662725	3.0	the	0.5243361448519863	0.5256845	2.7637033462524414	near	Limerick,	County	7.289841672987677	4.936119307132685	7.951737902592868	7.290386	4.939798	7.9469914	8.221170425415039	11.188299179077148	7.437164783477783	4.0	9.0	6.0
6	1	6	River	289.0482352941176	-14.532457668557257	5.0	River	5.735717799747363	5.7345395	7.938081741333008	the	near	Limerick,	0.5243361448519863	7.289841672987677	4.936119307132685	0.5256845	7.290386	4.939798	2.7637033462524414	8.221170425415039	11.188299179077148	3.0	4.0	9.0
7	1	7	Shannon,	321.79058823529414	18.209895272619217	8.0	Shannon,	0.8390790466219187	0.8383908	11.487663269042969	River	the	near	5.735717799747363	0.5243361448519863	7.289841672987677	5.7345395	0.5256845	7.290386	7.938081741333008	2.7637033462524414	8.221170425415039	5.0	3.0	4.0
8	1	8	there	346.305294117647	42.72460115497216	5.0	there	2.336957633495331	2.055912	6.910894393920898	Shannon,	River	the	0.8390790466219187	5.735717799747363	0.5243361448519863	0.8383908	5.7345395	0.5256845	11.487663269042969	7.938081741333008	2.7637033462524414	8.0	5.0	3.0
9	1	9	is	306.6311764705883	3.0504835079133428	2.0	is	0.5698618864407763	0.8518096	4.873861312866211	there	Shannon,	River	2.336957633495331	0.8390790466219187	5.735717799747363	2.055912	0.8383908	5.7345395	6.910894393920898	11.487663269042969	7.938081741333008	5.0	8.0	5.0
10	1	10	a	281.77647058823527	-21.804222374439604	1.0	a	0.2889674758771434	0.28972012	3.9862823486328125	is	there	Shannon,	0.5698618864407763	2.336957633495331	0.8390790466219187	0.8518096	2.055912	0.8383908	4.873861312866211	6.910894393920898	11.487663269042969	2.0	5.0	8.0
11	1	11	quiet	258.03647058823526	-45.544222374439606	5.0	quiet	5.724483042955399	5.5917387	10.691543579101562	a	is	there	0.2889674758771434	0.5698618864407763	2.336957633495331	0.28972012	0.8518096	2.055912	3.9862823486328125	4.873861312866211	6.910894393920898	1.0	2.0	5.0
12	1	12	little	298.04352941176467	-5.537163550910189	6.0	little	2.594204034889117	2.724698	8.44029426574707	quiet	a	is	5.724483042955399	0.2889674758771434	0.5698618864407763	5.5917387	0.28972012	0.8518096	10.691543579101562	3.9862823486328125	4.873861312866211	5.0	1.0	2.0
13	1	13	suburb	292.3229411764706	-11.25775178620431	6.0	suburb	5.409938558936119	5.2861032	11.090888977050781	little	quiet	a	2.594204034889117	5.724483042955399	0.2889674758771434	2.724698	5.5917387	0.28972012	8.44029426574707	10.691543579101562	3.9862823486328125	6.0	5.0	1.0
14	1	14	by	335.39294117647063	31.81224821379569	2.0	by	6.790951488015708	6.917368	5.016783714294434	suburb	little	quiet	5.409938558936119	2.594204034889117	5.724483042955399	5.2861032	2.724698	5.5917387	11.090888977050781	8.44029426574707	10.691543579101562	6.0	6.0	5.0
15	1	15	the	262.9494117647059	-40.63128119796902	3.0	the	0.040552789447247	0.04067054	2.7637033462524414	by	suburb	little	6.790951488015708	5.409938558936119	2.594204034889117	6.917368	5.2861032	2.724698	5.016783714294434	11.090888977050781	8.44029426574707	2.0	6.0	6.0
16	1	16	name	243.0141176470588	-60.56657531561608	4.0	name	0.6944201433798298	0.69434357	7.592096328735352	the	by	suburb	0.040552789447247	6.790951488015708	5.409938558936119	0.04067054	6.917368	5.2861032	2.7637033462524414	5.016783714294434	11.090888977050781	3.0	2.0	6.0
17	1	17	of	244.76882352941175	-58.81186943326314	2.0	of	0.0121436666231602	0.010317914	3.4530773162841797	name	the	by	0.6944201433798298	0.040552789447247	6.790951488015708	0.69434357	0.04067054	6.917368	7.592096328735352	2.7637033462524414	5.016783714294434	4.0	3.0	2.0
